symbol,entry_time,entry_price,side,sl,tp,prob_up,prob_down,adx,atr_ratio,exit_time,exit_price,pnl
BTCUSDT,2025-09-19 15:00:00,116262.06529196235,SHORT,116868.8204304715,115048.55501494405,0.2578715463292562,0.6223859213242162,27.169592881506468,0.003492309866471112,2025-09-22 00:00:00,114335.9,1926.1652919623593
BTCUSDT,2025-09-22 01:00:00,114984.97549671428,SHORT,115459.62903594635,114035.66841825015,0.24443408290281712,0.6335832911286128,35.99686394964233,0.002770604200453658,2025-09-22 05:00:00,113635.6,1349.375496714274
BTCUSDT,2025-09-22 06:00:00,114134.92445076336,SHORT,114891.54072438092,112621.69190352823,0.21390197905526104,0.7064240324649935,47.78788104917561,0.004473758027388032,2025-09-22 07:00:00,112454.4,1680.5244507633615
BTCUSDT,2025-09-22 08:00:00,113552.71564848856,SHORT,114297.78197625064,112062.58299296441,0.1869020859760767,0.7389094639853894,53.386590972034185,0.004412528972852168,2025-09-23 02:00:00,111760.4,1792.3156484885694
BTCUSDT,2025-09-23 03:00:00,112333.6109790624,SHORT,113152.81633502085,110695.20026714551,0.27324814866598324,0.6097577432336816,50.009764366398244,0.0048634557854586305,2025-09-24 14:00:00,113662.7,-1329.089020937594
BTCUSDT,2025-09-25 04:00:00,112697.34159409405,SHORT,113509.6175665185,111072.78964924514,0.23014167304164432,0.6473065626177779,22.710701821936905,0.004848643139184581,2025-09-25 13:00:00,110958.5,1738.8415940940467
BTCUSDT,2025-09-25 14:00:00,111497.30302914244,SHORT,112349.7798659524,109792.34935552253,0.18957569696427073,0.724632131984516,34.014920967144754,0.0050977986886487844,2025-09-25 17:00:00,108793.9,2703.4030291424424
BTCUSDT,2025-09-25 18:00:00,110635.72268073677,SHORT,111765.72880152313,108375.71043916403,0.18592427648994428,0.7466912527677292,41.681238453779144,0.006866731266983195,2025-09-28 22:00:00,111881.5,-1245.7773192632303
BTCUSDT,2025-09-30 09:00:00,113729.0,SHORT,114370.27957159547,112446.44085680904,0.2461456183708252,0.6297209242651864,46.51580029413065,0.003791981189065943,2025-09-30 20:00:00,114569.8,-840.8000000000029
BTCUSDT,2025-10-03 07:00:00,120106.3,SHORT,120864.55285038907,118589.79429922187,0.27064201528100956,0.585968953196337,39.23415927214079,0.004225894312572673,2025-10-03 15:00:00,122238.5,-2132.199999999997
BTCUSDT,2025-10-04 17:00:00,122007.1,SHORT,122664.23249199126,120692.8350160175,0.22737113367101403,0.5951642343442682,25.286266136401974,0.0035997989120130553,2025-10-05 02:00:00,124012.2,-2005.0999999999913
BTCUSDT,2025-10-05 09:00:00,123982.70000000001,SHORT,125023.45641246722,121901.18717506558,0.20064159090249886,0.7333181112066148,37.96988443138609,0.005641047889489821,2025-10-06 16:00:00,125417.8,-1435.0999999999913
BTCUSDT,2025-10-07 02:00:00,125154.65,SHORT,126128.00761535642,123207.93476928715,0.243622072378083,0.6206874566170576,27.645487498102504,0.005224447201647892,2025-10-07 14:00:00,122684.0,2470.649999999994
BTCUSDT,2025-10-07 15:00:00,123499.95334567458,SHORT,124696.21647440275,121107.42708821826,0.21778964514481688,0.6760229769623824,20.579845266229828,0.006548319932911757,2025-10-07 17:00:00,121073.1,2426.853345674579
BTCUSDT,2025-10-07 18:00:00,122807.0,SHORT,124042.73423608446,120335.53152783106,0.1689749260033544,0.7585830640600992,26.52109704451514,0.006817580761484842,2025-10-09 16:00:00,119752.1,3054.899999999994
BTCUSDT,2025-10-09 17:00:00,121656.45000000001,SHORT,123056.12650015007,118857.09699969989,0.25407412523463413,0.630722638013228,21.38735547103266,0.007717099090329949,2025-10-10 16:00:00,118150.0,3506.4500000000116
BTCUSDT,2025-10-10 17:00:00,120007.3,SHORT,121255.11825411122,117511.66349177758,0.18474073314499162,0.7426552342841461,22.148670759496998,0.00707435306226452,2025-10-10 18:00:00,117178.5,2828.800000000003
BTCUSDT,2025-10-10 19:00:00,119171.0,SHORT,120468.81931094282,116575.36137811434,0.12633921255691113,0.8290071243053898,26.628547709383753,0.007420013275227453,2025-10-10 20:00:00,114198.0,4973.0
BTCUSDT,2025-10-10 21:00:00,116884.91350335025,SHORT,119890.35847043872,110874.02356917333,0.11197103659051046,0.8630881175025735,34.050855310351956,0.017691534556596493,2025-10-11 07:00:00,110338.7,6546.213503350256
BTCUSDT,2025-10-11 08:00:00,112225.94045206647,SHORT,114887.9973091428,106901.82673791381,0.11579877090855321,0.8357228550445528,57.89544817939349,0.015949002966417054,2025-10-12 22:00:00,115160.7,-2934.7595479335287
BTCUSDT,2025-10-13 04:00:00,115056.0,SHORT,116482.68938986975,112202.62122026051,0.13730667626207385,0.8029034620254332,37.82615543552326,0.008295434016996457,2025-10-14 06:00:00,111933.5,3122.5
BTCUSDT,2025-10-14 07:00:00,113372.65,SHORT,114594.89068655396,110928.16862689206,0.1430983077590506,0.8036532149489687,28.286742624377734,0.007297055164628778,2025-10-14 10:00:00,110573.9,2798.75
BTCUSDT,2025-10-14 11:00:00,111939.58089769866,SHORT,113230.15948471105,109358.42372367388,0.0992129574346205,0.8517494838158742,35.826337107341615,0.007734402162098982,2025-10-16 15:00:00,108474.0,3465.580897698659
BTCUSDT,2025-10-16 16:00:00,110226.13421195358,SHORT,111843.36443055011,106991.67377476054,0.24882940953393337,0.6597108039896484,32.48531913802201,0.009874746677953584,2025-10-17 06:00:00,106699.1,3527.034211953578
BTCUSDT,2025-10-17 07:00:00,107738.53322368348,SHORT,109191.30237379731,104832.99492345582,0.14025147533020238,0.813047325163096,47.24635380703342,0.009173407478075947,2025-10-17 09:00:00,104487.5,3251.03322368348
BTCUSDT,2025-10-17 10:00:00,106334.9,SHORT,107877.18176851315,103250.33646297369,0.14309172354994218,0.8133555214624084,52.76805441129466,0.00981765083693002,2025-10-19 13:00:00,108035.3,-1700.4000000000087
